Digital Women Code Camp,"Ames, IA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/665/thumb/dwcc_splash.jpg?1490488737,"42.0267703, -93.6170554"
IDHack,"Boston, MA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/655/thumb/idhack_splash.png?1488842687,"42.3604823, -71.0595678"
AthenaHacks,"Los Angeles, CA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/602/thumb/0a9df2679261-asdfgh.png?1485798769,"34.054935, -118.244476"
hackNY,"New York, NY",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/612/thumb/00d2985d6a27-hackny_mlh_splash.jpg?1485976067,"40.7306458, -73.9866136"
HackPSU,"University Park, PA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/647/thumb/hackpsu-mlh-splash.png?1488406116,"40.8005307, -77.8624447"
RevolutionUC,"Cincinnati, OH",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/592/thumb/d79e8f86a523-revUCExpo300x300.png?1484526814,"39.1014537, -84.5124602"
BroncoHack,"Santa Clara, CA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/653/thumb/broncohack_splash.jpg?1488841300,"37.3541132, -121.9551744"
HackFresno,"Fresno, CA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/658/thumb/hackfresno_splash.png?1488843108,"36.7295295, -119.708861260756"
HackUNL,"Lincoln, NE",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/644/thumb/hackunl_splash.jpg?1488399610,"40.8, -96.667821"
Hamp Hack,"Amherst, MA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/579/thumb/hamp_splash.png?1483547336,"42.3803676, -72.523143"
CarlHacks,"Northfield, MN",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/571/thumb/carlhacks_splash.png?1482860486,"44.4582041, -93.161159"
CatHacks 3,"Lexington, KY",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/599/thumb/41827efa915d-splash.png?1485458038,"38.0464066, -84.4970393"
HackCWRU,"Cleveland, OH",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/666/thumb/hackcwru_splash.png?1490894169,"41.5051613, -81.6934446"
TinoHacks,"Cupertino, CA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/670/thumb/tinohacks_splash.jpg?1491425734,"37.3230107, -122.0322519"
Otter Hacks,"Marina, CA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/649/thumb/otterhacks_splash.jpg?1488405196,"36.6900785, -121.800639830262"
BeachHacks,"Long Beach, CA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/620/thumb/41b56148ba9a-bh2_logo.png?1486494943,"33.78538945, -118.158049315311"
HackCU III,"Boulder, CO",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/543/thumb/70991d078d30-hackcusplash.png?1479915080,"40.0149856, -105.2705456"
HackHouston,"Houston, TX",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/654/thumb/hackhouston_splash.png?1488841955,"29.7589382, -95.3676974"
HackRU,"New Brunswick, NJ",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/657/thumb/hackru_splash.png?1488842985,"40.4862174, -74.4518173"
HackWesTX,"Lubbock, TX",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/603/thumb/2a1b87f75809-splashhackwestx.png?1485803354,"33.5778631, -101.8551665"
HAkron,"Akron, OH",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/659/thumb/hakron_splash.jpg?1488907983,"41.083064, -81.518485"
LIHacks,"Westbury, NY",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/610/thumb/lihacks_logo.png?1486152373,"40.7556561, -73.5876273"
Hack Bajio,"Leon, MX",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/661/thumb/hackbajio_splash.png?1490194039,"21.0973352, -101.647642306618"
Hack Tabasco,"Villahermosa, MX",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/660/thumb/hacktabasco_splash.png?1490193646,"19.5022332, -99.0926624"
BostonHacks,"Boston, MA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/636/thumb/bostonhacks_splash.png?1487197375,"42.3604823, -71.0595678"
Innovate Good,"Baltimore, MD",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/656/thumb/umbc_splash.png?1488842863,"39.2908816, -76.610759"
SiliconHacks,"Fremont, CA",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/565/thumb/silicon_splash.png?1482191165,"37.5482697, -121.9885719"
EngHack,"Waterloo, ON",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/674/thumb/7a364dce06d5-EngHack_splash_300x300.png?1493737975,"43.466874, -80.524635"
HackMorelia,"Morelia, MX",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/675/thumb/morelia_splash.png?1493824409,"19.7027116, -101.1923818"
Chicago Hacks,"Chicago, IL",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/616/thumb/9479e31602fe-splash.jpg?1486397942,"41.8755546, -87.6244212"
hackMHS IV,"Millburn, NJ",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/677/thumb/c0964b8e5ef1-HACKMHSCOVER.png?1494858781,"40.7244443, -74.3069069"
StuyHacks,"New York, NY",https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/673/thumb/SH-square.png?1495465830,"40.7306458, -73.9866136"
